"predictions","Actual","predictions_type","AUC","Fold","Model","method"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",1,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"1",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"training",0.919642857142857,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"1",1,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"1",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"1",1,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"1",1,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"1",1,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"0",0,"testing",0.964285714285714,1,"4KNN","1__4KNN"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",1,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"1",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"training",0.910714285714286,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"1",1,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",1,"testing",0.875,1,"5SVM","1__5SVM"
"1",1,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"1",1,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",0,"testing",0.875,1,"5SVM","1__5SVM"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"1",1,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
"0",0,"training",0.857142857142857,1,"6Decision Tree","1__6Decision Tree"
