"protein","reporter","unique","value","batch"
"O14841","0",4,92928,"RA0102_peptides.txt"
"O14841","3",4,52450.3,"RA0102_peptides.txt"
"O14841","5",4,47312.8,"RA0102_peptides.txt"
"O14874","0",2,51342,"RA0102_peptides.txt"
"O14874","3",2,46433,"RA0102_peptides.txt"
"O14874","5",2,68112,"RA0102_peptides.txt"
"O14879","0",4,264003,"RA0102_peptides.txt"
"O14879","3",4,99350,"RA0102_peptides.txt"
"O14879","5",4,113116,"RA0102_peptides.txt"
"O14880","0",2,1362250,"RA0102_peptides.txt"
"O14880","3",2,405448.9,"RA0102_peptides.txt"
"O14880","5",2,570214.6,"RA0102_peptides.txt"
"O14907","0",1,10567,"RA0102_peptides.txt"
"O14907","3",1,10102,"RA0102_peptides.txt"
"O14907","5",1,7203.1,"RA0102_peptides.txt"
"O14920","0",4,159045,"RA0102_peptides.txt"
"O14920","3",4,55729.4,"RA0102_peptides.txt"
"O14920","5",4,94358.4,"RA0102_peptides.txt"
"O14929","0",2,0,"RA0102_peptides.txt"
"O14929","3",2,0,"RA0102_peptides.txt"
"O14929","5",2,0,"RA0102_peptides.txt"
"O14933","0",2,0,"RA0102_peptides.txt"
"O14933","3",2,0,"RA0102_peptides.txt"
"O14933","5",2,0,"RA0102_peptides.txt"
"O14936","0",5,120999,"RA0102_peptides.txt"
"O14936","3",5,66289,"RA0102_peptides.txt"
"O14936","5",5,80796,"RA0102_peptides.txt"
"O14949","0",3,577440,"RA0102_peptides.txt"
"O14949","3",3,184036,"RA0102_peptides.txt"
"O14949","5",3,240519,"RA0102_peptides.txt"
"O14958","0",5,1606620,"RA0102_peptides.txt"
"O14958","3",5,115963.4,"RA0102_peptides.txt"
"O14958","5",5,104946.4,"RA0102_peptides.txt"
"O14964","0",12,458080,"RA0102_peptides.txt"
"O14964","3",12,285966,"RA0102_peptides.txt"
"O14964","5",12,376602,"RA0102_peptides.txt"
"O14966","0",4,157398,"RA0102_peptides.txt"
"O14966","3",4,62341,"RA0102_peptides.txt"
"O14966","5",4,97180,"RA0102_peptides.txt"
"O14972","0",1,0,"RA0102_peptides.txt"
"O14972","3",1,0,"RA0102_peptides.txt"
"O14972","5",1,0,"RA0102_peptides.txt"
"O14974","0",3,30976,"RA0102_peptides.txt"
"O14974","3",3,16807,"RA0102_peptides.txt"
"O14974","5",3,17701,"RA0102_peptides.txt"
"O14976","0",8,190786,"RA0102_peptides.txt"
"O14976","3",8,98675.4,"RA0102_peptides.txt"
"O14976","5",8,145059.1,"RA0102_peptides.txt"
"O14979","0",7,1282070,"RA0102_peptides.txt"
"O14979","3",7,898443,"RA0102_peptides.txt"
"O14979","5",7,265582.7,"RA0102_peptides.txt"
"O14980","0",16,853417,"RA0102_peptides.txt"
"O14980","3",16,401983.7,"RA0102_peptides.txt"
"O14980","5",16,580021,"RA0102_peptides.txt"
"O14983","0",1,0,"RA0102_peptides.txt"
"O14983","3",1,0,"RA0102_peptides.txt"
"O14983","5",1,0,"RA0102_peptides.txt"
"O15013","0",3,82749,"RA0102_peptides.txt"
"O15013","3",3,31448.8,"RA0102_peptides.txt"
"O15013","5",3,37536,"RA0102_peptides.txt"
"O15031","0",17,1030174.7,"RA0102_peptides.txt"
"O15031","3",17,588850.3,"RA0102_peptides.txt"
"O15031","5",17,834739,"RA0102_peptides.txt"
"O15041","0",1,117160,"RA0102_peptides.txt"
"O15041","3",1,6197.8,"RA0102_peptides.txt"
"O15041","5",1,7810.8,"RA0102_peptides.txt"
"O15042","0",6,136004,"RA0102_peptides.txt"
"O15042","3",6,67062.7,"RA0102_peptides.txt"
"O15042","5",6,86235,"RA0102_peptides.txt"
"O15054","0",2,28180,"RA0102_peptides.txt"
"O15054","3",2,17416,"RA0102_peptides.txt"
"O15054","5",2,27176,"RA0102_peptides.txt"
"O15061","0",10,405071,"RA0102_peptides.txt"
"O15061","3",10,382376,"RA0102_peptides.txt"
"O15061","5",10,504399,"RA0102_peptides.txt"
"O15067","0",6,27164,"RA0102_peptides.txt"
"O15067","3",6,36245,"RA0102_peptides.txt"
"O15067","5",6,67206,"RA0102_peptides.txt"
"O15075","0",5,140686,"RA0102_peptides.txt"
"O15075","3",5,115482,"RA0102_peptides.txt"
"O15075","5",5,28808,"RA0102_peptides.txt"
"O15084","0",1,29045,"RA0102_peptides.txt"
"O15084","3",1,15398,"RA0102_peptides.txt"
"O15084","5",1,20770,"RA0102_peptides.txt"
"O15085","0",2,38424,"RA0102_peptides.txt"
"O15085","3",2,35524,"RA0102_peptides.txt"
"O15085","5",2,55131,"RA0102_peptides.txt"
"O15091","0",2,81250,"RA0102_peptides.txt"
"O15091","3",2,42595,"RA0102_peptides.txt"
"O15091","5",2,75241,"RA0102_peptides.txt"
"O15111","0",2,39119,"RA0102_peptides.txt"
"O15111","3",2,11696,"RA0102_peptides.txt"
"O15111","5",2,22364,"RA0102_peptides.txt"
"O15117","0",3,290638,"RA0102_peptides.txt"
"O15117","3",3,87753,"RA0102_peptides.txt"
"O15117","5",3,275879,"RA0102_peptides.txt"
"O15118","0",4,0,"RA0102_peptides.txt"
"O15118","3",4,0,"RA0102_peptides.txt"
"O15118","5",4,0,"RA0102_peptides.txt"
"O15120","0",2,0,"RA0102_peptides.txt"
"O15120","3",2,0,"RA0102_peptides.txt"
"O15120","5",2,0,"RA0102_peptides.txt"
"O15121","0",1,0,"RA0102_peptides.txt"
"O15121","3",1,0,"RA0102_peptides.txt"
"O15121","5",1,0,"RA0102_peptides.txt"
"O15126","0",2,62213,"RA0102_peptides.txt"
"O15126","3",2,46165,"RA0102_peptides.txt"
"O15126","5",2,24953,"RA0102_peptides.txt"
"O15127","0",2,23126,"RA0102_peptides.txt"
"O15127","3",2,70704,"RA0102_peptides.txt"
"O15127","5",2,82699,"RA0102_peptides.txt"
"O15143","0",14,2476540,"RA0102_peptides.txt"
"O15143","3",14,692025,"RA0102_peptides.txt"
"O15143","5",14,1182150,"RA0102_peptides.txt"
"O15144","0",17,1471613,"RA0102_peptides.txt"
"O15144","3",17,676685.2,"RA0102_peptides.txt"
"O15144","5",17,1149836,"RA0102_peptides.txt"
"O15145","0",5,138708,"RA0102_peptides.txt"
"O15145","3",5,230228,"RA0102_peptides.txt"
"O15145","5",5,333117,"RA0102_peptides.txt"
"O15160","0",3,24535.4,"RA0102_peptides.txt"
"O15160","3",3,21480.4,"RA0102_peptides.txt"
"O15160","5",3,17175.3,"RA0102_peptides.txt"
"O15173","0",6,264162,"RA0102_peptides.txt"
"O15173","3",6,807769,"RA0102_peptides.txt"
"O15173","5",6,1050353,"RA0102_peptides.txt"
"O15212","0",5,672673,"RA0102_peptides.txt"
"O15212","3",5,457165,"RA0102_peptides.txt"
"O15212","5",5,633470,"RA0102_peptides.txt"
"O15217","0",2,55506,"RA0102_peptides.txt"
"O15217","3",2,39103,"RA0102_peptides.txt"
"O15217","5",2,29152,"RA0102_peptides.txt"
"O15226","0",1,0,"RA0102_peptides.txt"
"O15226","3",1,0,"RA0102_peptides.txt"
"O15226","5",1,0,"RA0102_peptides.txt"
"O15228","0",4,86984,"RA0102_peptides.txt"
"O15228","3",4,32079,"RA0102_peptides.txt"
"O15228","5",4,57152,"RA0102_peptides.txt"
"O15229","0",1,0,"RA0102_peptides.txt"
"O15229","3",1,0,"RA0102_peptides.txt"
"O15229","5",1,0,"RA0102_peptides.txt"
"O15230","0",30,1537058,"RA0102_peptides.txt"
"O15230","3",30,1049449.8,"RA0102_peptides.txt"
"O15230","5",30,751042,"RA0102_peptides.txt"
"O15243","0",1,57908,"RA0102_peptides.txt"
"O15243","3",1,24124,"RA0102_peptides.txt"
"O15243","5",1,66428,"RA0102_peptides.txt"
"O15247","0",3,59676,"RA0102_peptides.txt"
"O15247","3",3,22409.1,"RA0102_peptides.txt"
"O15247","5",3,34084,"RA0102_peptides.txt"
"O15258","0",3,416973,"RA0102_peptides.txt"
"O15258","3",3,173731.1,"RA0102_peptides.txt"
"O15258","5",3,565356,"RA0102_peptides.txt"
"O15260","0",5,405443,"RA0102_peptides.txt"
"O15260","3",5,116777,"RA0102_peptides.txt"
"O15260","5",5,210192.2,"RA0102_peptides.txt"
"O15269","0",7,309570,"RA0102_peptides.txt"
"O15269","3",7,204499,"RA0102_peptides.txt"
"O15269","5",7,261473,"RA0102_peptides.txt"
"O15270","0",4,60899,"RA0102_peptides.txt"
"O15270","3",4,33079.7,"RA0102_peptides.txt"
"O15270","5",4,64971,"RA0102_peptides.txt"
"O15294","0",4,110380,"RA0102_peptides.txt"
"O15294","3",4,79063.2,"RA0102_peptides.txt"
"O15294","5",4,113440.6,"RA0102_peptides.txt"
"O15305","0",4,195979,"RA0102_peptides.txt"
"O15305","3",4,86561.9,"RA0102_peptides.txt"
"O15305","5",4,98483,"RA0102_peptides.txt"
"O15321","0",4,90255,"RA0102_peptides.txt"
"O15321","3",4,46811.8,"RA0102_peptides.txt"
"O15321","5",4,164005,"RA0102_peptides.txt"
"O15327","0",1,19602,"RA0102_peptides.txt"
"O15327","3",1,11613,"RA0102_peptides.txt"
"O15327","5",1,7215.5,"RA0102_peptides.txt"
"O15335","0",1,0,"RA0102_peptides.txt"
"O15335","3",1,0,"RA0102_peptides.txt"
"O15335","5",1,0,"RA0102_peptides.txt"
"O15347","0",1,79626,"RA0102_peptides.txt"
"O15347","3",1,17757,"RA0102_peptides.txt"
"O15347","5",1,33896,"RA0102_peptides.txt"
"O15355","0",6,452891,"RA0102_peptides.txt"
"O15355","3",6,145381,"RA0102_peptides.txt"
"O15355","5",6,122894.3,"RA0102_peptides.txt"
"O15357","0",5,156385,"RA0102_peptides.txt"
"O15357","3",5,47835.3,"RA0102_peptides.txt"
"O15357","5",5,73420,"RA0102_peptides.txt"
"O15371","0",7,165917.9,"RA0102_peptides.txt"
"O15371","3",7,68089.3,"RA0102_peptides.txt"
"O15371","5",7,117669.7,"RA0102_peptides.txt"
"O15372","0",8,1743377,"RA0102_peptides.txt"
"O15372","3",8,523061,"RA0102_peptides.txt"
"O15372","5",8,873009,"RA0102_peptides.txt"
"O15382","0",4,143151,"RA0102_peptides.txt"
"O15382","3",4,92487.2,"RA0102_peptides.txt"
"O15382","5",4,107482.7,"RA0102_peptides.txt"
"O15394","0",5,165865,"RA0102_peptides.txt"
"O15394","3",5,59207.4,"RA0102_peptides.txt"
"O15394","5",5,84888,"RA0102_peptides.txt"
"O15400","0",6,372537,"RA0102_peptides.txt"
"O15400","3",6,485024.6,"RA0102_peptides.txt"
"O15400","5",6,381525.1,"RA0102_peptides.txt"
"O15427","0",6,521521,"RA0102_peptides.txt"
"O15427","3",6,201061,"RA0102_peptides.txt"
"O15427","5",6,448504,"RA0102_peptides.txt"
"O15439","0",4,166314,"RA0102_peptides.txt"
"O15439","3",4,54506.1,"RA0102_peptides.txt"
"O15439","5",4,105414,"RA0102_peptides.txt"
"O15455","0",3,43371,"RA0102_peptides.txt"
"O15455","3",3,35883,"RA0102_peptides.txt"
"O15455","5",3,38556,"RA0102_peptides.txt"
"O15460","0",5,399848.8,"RA0102_peptides.txt"
"O15460","3",5,117034.5,"RA0102_peptides.txt"
"O15460","5",5,303248,"RA0102_peptides.txt"
"O15482","0",1,0,"RA0102_peptides.txt"
"O15482","3",1,0,"RA0102_peptides.txt"
"O15482","5",1,0,"RA0102_peptides.txt"
"O15484","0",2,0,"RA0102_peptides.txt"
"O15484","3",2,0,"RA0102_peptides.txt"
"O15484","5",2,0,"RA0102_peptides.txt"
"O15498","0",6,291622,"RA0102_peptides.txt"
"O15498","3",6,143451.4,"RA0102_peptides.txt"
"O15498","5",6,152527,"RA0102_peptides.txt"
"O15511","0",7,643600.5,"RA0102_peptides.txt"
"O15511","3",7,312143.8,"RA0102_peptides.txt"
"O15511","5",7,493045,"RA0102_peptides.txt"
"O15514","0",1,25825,"RA0102_peptides.txt"
"O15514","3",1,14126,"RA0102_peptides.txt"
"O15514","5",1,8867.3,"RA0102_peptides.txt"
"O15523","0",1,0,"RA0102_peptides.txt"
"O15523","3",1,0,"RA0102_peptides.txt"
"O15523","5",1,0,"RA0102_peptides.txt"
"O15533","0",4,82797,"RA0102_peptides.txt"
"O15533","3",4,78523,"RA0102_peptides.txt"
"O15533","5",4,237199,"RA0102_peptides.txt"
"O15534","0",2,40281,"RA0102_peptides.txt"
"O15534","3",2,34162,"RA0102_peptides.txt"
"O15534","5",2,6338.1,"RA0102_peptides.txt"
"O15541","0",1,0,"RA0102_peptides.txt"
"O15541","3",1,0,"RA0102_peptides.txt"
"O15541","5",1,0,"RA0102_peptides.txt"
"O15547","0",2,453820,"RA0102_peptides.txt"
"O15547","3",2,164212,"RA0102_peptides.txt"
"O15547","5",2,314903,"RA0102_peptides.txt"
"O43143","0",17,349899.6,"RA0102_peptides.txt"
"O43143","3",17,237928,"RA0102_peptides.txt"
"O43143","5",17,323082.2,"RA0102_peptides.txt"
"O43148","0",2,17943,"RA0102_peptides.txt"
"O43148","3",2,5422.2,"RA0102_peptides.txt"
"O43148","5",2,7385.2,"RA0102_peptides.txt"
"O43149","0",4,77561,"RA0102_peptides.txt"
"O43149","3",4,21871.9,"RA0102_peptides.txt"
"O43149","5",4,39568,"RA0102_peptides.txt"
"O43150","0",2,0,"RA0102_peptides.txt"
"O43150","3",2,0,"RA0102_peptides.txt"
"O43150","5",2,0,"RA0102_peptides.txt"
"O43155","0",2,43830,"RA0102_peptides.txt"
"O43155","3",2,25370,"RA0102_peptides.txt"
"O43155","5",2,47455,"RA0102_peptides.txt"
"O43169","0",4,834561,"RA0102_peptides.txt"
"O43169","3",4,415199,"RA0102_peptides.txt"
"O43169","5",4,457842,"RA0102_peptides.txt"
"O43175","0",9,402396,"RA0102_peptides.txt"
"O43175","3",9,277271,"RA0102_peptides.txt"
"O43175","5",9,195939,"RA0102_peptides.txt"
"O43181","0",1,0,"RA0102_peptides.txt"
"O43181","3",1,0,"RA0102_peptides.txt"
"O43181","5",1,0,"RA0102_peptides.txt"
"O43182","0",1,123280,"RA0102_peptides.txt"
"O43182","3",1,50138,"RA0102_peptides.txt"
"O43182","5",1,29962,"RA0102_peptides.txt"
"O43189","0",1,57096,"RA0102_peptides.txt"
"O43189","3",1,32012,"RA0102_peptides.txt"
"O43189","5",1,22066,"RA0102_peptides.txt"
"O43237","0",6,159314,"RA0102_peptides.txt"
"O43237","3",6,108356.1,"RA0102_peptides.txt"
"O43237","5",6,109150.8,"RA0102_peptides.txt"
"O43242","0",13,1868342,"RA0102_peptides.txt"
"O43242","3",13,690264.8,"RA0102_peptides.txt"
"O43242","5",13,1095596,"RA0102_peptides.txt"
"O43252","0",3,47838,"RA0102_peptides.txt"
"O43252","3",3,25401,"RA0102_peptides.txt"
"O43252","5",3,49616,"RA0102_peptides.txt"
"O43264","0",4,122281,"RA0102_peptides.txt"
"O43264","3",4,62370.6,"RA0102_peptides.txt"
"O43264","5",4,97598,"RA0102_peptides.txt"
"O43286","0",1,0,"RA0102_peptides.txt"
"O43286","3",1,0,"RA0102_peptides.txt"
"O43286","5",1,0,"RA0102_peptides.txt"
"O43292","0",5,141724,"RA0102_peptides.txt"
"O43292","3",5,54131,"RA0102_peptides.txt"
"O43292","5",5,108603,"RA0102_peptides.txt"
"O43293","0",2,0,"RA0102_peptides.txt"
"O43293","3",2,0,"RA0102_peptides.txt"
"O43293","5",2,0,"RA0102_peptides.txt"
"O43294","0",1,0,"RA0102_peptides.txt"
"O43294","3",1,0,"RA0102_peptides.txt"
"O43294","5",1,0,"RA0102_peptides.txt"
"O43299","0",1,0,"RA0102_peptides.txt"
"O43299","3",1,0,"RA0102_peptides.txt"
"O43299","5",1,0,"RA0102_peptides.txt"
"O43301","0",3,74616,"RA0102_peptides.txt"
"O43301","3",3,40655,"RA0102_peptides.txt"
"O43301","5",3,24144,"RA0102_peptides.txt"
"O43310","0",2,66765,"RA0102_peptides.txt"
"O43310","3",2,19722,"RA0102_peptides.txt"
"O43310","5",2,44318,"RA0102_peptides.txt"
"O43314","0",1,0,"RA0102_peptides.txt"
"O43314","3",1,0,"RA0102_peptides.txt"
"O43314","5",1,0,"RA0102_peptides.txt"
"O43318","0",1,0,"RA0102_peptides.txt"
"O43318","3",1,0,"RA0102_peptides.txt"
"O43318","5",1,0,"RA0102_peptides.txt"
"O43324","0",1,20546,"RA0102_peptides.txt"
"O43324","3",1,32583,"RA0102_peptides.txt"
"O43324","5",1,42697,"RA0102_peptides.txt"
"O43390","0",6,334566,"RA0102_peptides.txt"
"O43390","3",6,145904.7,"RA0102_peptides.txt"
"O43390","5",6,105974.5,"RA0102_peptides.txt"
"O43396","0",6,407328,"RA0102_peptides.txt"
"O43396","3",6,212555,"RA0102_peptides.txt"
"O43396","5",6,367761,"RA0102_peptides.txt"
"O43399","0",9,1022562.7,"RA0102_peptides.txt"
"O43399","3",9,969901,"RA0102_peptides.txt"
"O43399","5",9,896224.2,"RA0102_peptides.txt"
"O43402","0",3,71105,"RA0102_peptides.txt"
"O43402","3",3,65911,"RA0102_peptides.txt"
"O43402","5",3,37758,"RA0102_peptides.txt"
"O43414","0",2,522310,"RA0102_peptides.txt"
"O43414","3",2,177937,"RA0102_peptides.txt"
"O43414","5",2,163937,"RA0102_peptides.txt"
"O43426","0",5,88993,"RA0102_peptides.txt"
"O43426","3",5,27537,"RA0102_peptides.txt"
"O43426","5",5,38532,"RA0102_peptides.txt"
"O43427","0",2,330964,"RA0102_peptides.txt"
"O43427","3",2,150579,"RA0102_peptides.txt"
"O43427","5",2,196978,"RA0102_peptides.txt"
"O43432","0",4,48984,"RA0102_peptides.txt"
"O43432","3",4,17411,"RA0102_peptides.txt"
"O43432","5",4,35442,"RA0102_peptides.txt"
"O43447","0",2,168465,"RA0102_peptides.txt"
"O43447","3",2,131535,"RA0102_peptides.txt"
"O43447","5",2,145029,"RA0102_peptides.txt"
"O43464","0",2,13765,"RA0102_peptides.txt"
"O43464","3",2,15577,"RA0102_peptides.txt"
"O43464","5",2,17964,"RA0102_peptides.txt"
"O43488","0",4,133150,"RA0102_peptides.txt"
"O43488","3",4,118916,"RA0102_peptides.txt"
"O43488","5",4,102668,"RA0102_peptides.txt"
"O43491","0",17,2056723,"RA0102_peptides.txt"
"O43491","3",17,798783.6,"RA0102_peptides.txt"
"O43491","5",17,456211.8,"RA0102_peptides.txt"
"O43493","0",8,706511,"RA0102_peptides.txt"
"O43493","3",8,289154,"RA0102_peptides.txt"
"O43493","5",8,236303,"RA0102_peptides.txt"
"O43556","0",2,71031,"RA0102_peptides.txt"
"O43556","3",2,139783,"RA0102_peptides.txt"
"O43556","5",2,41828,"RA0102_peptides.txt"
"O43566","0",1,0,"RA0102_peptides.txt"
"O43566","3",1,0,"RA0102_peptides.txt"
"O43566","5",1,0,"RA0102_peptides.txt"
"O43583","0",4,266127,"RA0102_peptides.txt"
"O43583","3",4,45567,"RA0102_peptides.txt"
"O43583","5",4,22813.7,"RA0102_peptides.txt"
"O43586","0",2,0,"RA0102_peptides.txt"
"O43586","3",2,0,"RA0102_peptides.txt"
"O43586","5",2,0,"RA0102_peptides.txt"
"O43592","0",6,270430,"RA0102_peptides.txt"
"O43592","3",6,78438.1,"RA0102_peptides.txt"
"O43592","5",6,152103.9,"RA0102_peptides.txt"
"O43615","0",8,363588,"RA0102_peptides.txt"
"O43615","3",8,233979.7,"RA0102_peptides.txt"
"O43615","5",8,169392,"RA0102_peptides.txt"
"O43617","0",7,596942,"RA0102_peptides.txt"
"O43617","3",7,255453.7,"RA0102_peptides.txt"
"O43617","5",7,428956,"RA0102_peptides.txt"
"O43633","0",1,33338,"RA0102_peptides.txt"
"O43633","3",1,13702,"RA0102_peptides.txt"
"O43633","5",1,16112,"RA0102_peptides.txt"
"O43639","0",2,13354,"RA0102_peptides.txt"
"O43639","3",2,17545,"RA0102_peptides.txt"
"O43639","5",2,6782.4,"RA0102_peptides.txt"
"O43657","0",1,13179,"RA0102_peptides.txt"
"O43657","3",1,17520,"RA0102_peptides.txt"
"O43657","5",1,32953,"RA0102_peptides.txt"
"O43660","0",3,221955,"RA0102_peptides.txt"
"O43660","3",3,98948,"RA0102_peptides.txt"
"O43660","5",3,128013,"RA0102_peptides.txt"
"O43663","0",2,61231,"RA0102_peptides.txt"
"O43663","3",2,18258,"RA0102_peptides.txt"
"O43663","5",2,21125,"RA0102_peptides.txt"
"O43665","0",1,30252,"RA0102_peptides.txt"
"O43665","3",1,90213,"RA0102_peptides.txt"
"O43665","5",1,155640,"RA0102_peptides.txt"
"O43670","0",3,1002960,"RA0102_peptides.txt"
"O43670","3",3,241508,"RA0102_peptides.txt"
"O43670","5",3,93272,"RA0102_peptides.txt"
"O43674","0",2,128916,"RA0102_peptides.txt"
"O43674","3",2,97030,"RA0102_peptides.txt"
"O43674","5",2,92321,"RA0102_peptides.txt"
"O43676","0",2,122140,"RA0102_peptides.txt"
"O43676","3",2,42921,"RA0102_peptides.txt"
"O43676","5",2,71403,"RA0102_peptides.txt"
"O43677","0",1,0,"RA0102_peptides.txt"
"O43677","3",1,0,"RA0102_peptides.txt"
"O43677","5",1,0,"RA0102_peptides.txt"
"O43678","0",3,516260,"RA0102_peptides.txt"
"O43678","3",3,347251,"RA0102_peptides.txt"
"O43678","5",3,560693,"RA0102_peptides.txt"
"O43681","0",5,221398,"RA0102_peptides.txt"
"O43681","3",5,141782,"RA0102_peptides.txt"
"O43681","5",5,172855,"RA0102_peptides.txt"
"O43684","0",8,710175,"RA0102_peptides.txt"
"O43684","3",8,335214.9,"RA0102_peptides.txt"
"O43684","5",8,429519,"RA0102_peptides.txt"
"O43707","0",29,4026132,"RA0102_peptides.txt"
"O43707","3",29,2840595.5,"RA0102_peptides.txt"
"O43707","5",29,2089688.4,"RA0102_peptides.txt"
"O43708","0",2,15080,"RA0102_peptides.txt"
"O43708","3",2,49728,"RA0102_peptides.txt"
"O43708","5",2,45573,"RA0102_peptides.txt"
"O43719","0",9,708229,"RA0102_peptides.txt"
"O43719","3",9,151773.8,"RA0102_peptides.txt"
"O43719","5",9,108957.36,"RA0102_peptides.txt"
"O43731","0",1,181620,"RA0102_peptides.txt"
"O43731","3",1,38268,"RA0102_peptides.txt"
"O43731","5",1,67659,"RA0102_peptides.txt"
"O43747","0",14,965651,"RA0102_peptides.txt"
"O43747","3",14,296628.6,"RA0102_peptides.txt"
"O43747","5",14,680039,"RA0102_peptides.txt"
"O43752","0",3,44128,"RA0102_peptides.txt"
"O43752","3",3,22652,"RA0102_peptides.txt"
"O43752","5",3,45859,"RA0102_peptides.txt"
"O43760","0",5,1061926,"RA0102_peptides.txt"
"O43760","3",5,239672,"RA0102_peptides.txt"
"O43760","5",5,712839,"RA0102_peptides.txt"
"O43765","0",2,53282,"RA0102_peptides.txt"
"O43765","3",2,45500.4,"RA0102_peptides.txt"
"O43765","5",2,70826,"RA0102_peptides.txt"
"O43772","0",11,1221145,"RA0102_peptides.txt"
"O43772","3",11,750652.7,"RA0102_peptides.txt"
"O43772","5",11,862156,"RA0102_peptides.txt"
"O43776","0",9,375914,"RA0102_peptides.txt"
"O43776","3",9,416707.9,"RA0102_peptides.txt"
"O43776","5",9,378028,"RA0102_peptides.txt"
"O43795","0",19,2058411,"RA0102_peptides.txt"
"O43795","3",19,1468776,"RA0102_peptides.txt"
"O43795","5",19,907970,"RA0102_peptides.txt"
"O43809","0",5,420329,"RA0102_peptides.txt"
"O43809","3",5,369372,"RA0102_peptides.txt"
"O43809","5",5,373006,"RA0102_peptides.txt"
"O43813","0",5,260315,"RA0102_peptides.txt"
"O43813","3",5,167432,"RA0102_peptides.txt"
"O43813","5",5,150370,"RA0102_peptides.txt"
"O43815","0",2,0,"RA0102_peptides.txt"
"O43815","3",2,0,"RA0102_peptides.txt"
"O43815","5",2,0,"RA0102_peptides.txt"
"O43818","0",3,39175,"RA0102_peptides.txt"
"O43818","3",3,14182,"RA0102_peptides.txt"
"O43818","5",3,15026,"RA0102_peptides.txt"
"O43823","0",1,0,"RA0102_peptides.txt"
"O43823","3",1,0,"RA0102_peptides.txt"
"O43823","5",1,0,"RA0102_peptides.txt"
"O43826","0",2,58744,"RA0102_peptides.txt"
"O43826","3",2,36843,"RA0102_peptides.txt"
"O43826","5",2,50946,"RA0102_peptides.txt"
"O43829","0",1,0,"RA0102_peptides.txt"
"O43829","3",1,0,"RA0102_peptides.txt"
"O43829","5",1,0,"RA0102_peptides.txt"
"O43837","0",6,219380,"RA0102_peptides.txt"
"O43837","3",6,82652.9,"RA0102_peptides.txt"
"O43837","5",6,140495,"RA0102_peptides.txt"
"O43847","0",4,117736,"RA0102_peptides.txt"
"O43847","3",4,57371,"RA0102_peptides.txt"
"O43847","5",4,102910,"RA0102_peptides.txt"
"O43852","0",8,653467,"RA0102_peptides.txt"
"O43852","3",8,85955.9,"RA0102_peptides.txt"
"O43852","5",8,106959.6,"RA0102_peptides.txt"
"O43861","0",2,45515,"RA0102_peptides.txt"
"O43861","3",2,40290,"RA0102_peptides.txt"
"O43861","5",2,60482,"RA0102_peptides.txt"
"O43865","0",3,289215,"RA0102_peptides.txt"
"O43865","3",3,96288,"RA0102_peptides.txt"
"O43865","5",3,140169,"RA0102_peptides.txt"
"O43866","0",4,56614,"RA0102_peptides.txt"
"O43866","3",4,83060,"RA0102_peptides.txt"
"O43866","5",4,29338.5,"RA0102_peptides.txt"
"O43914","0",3,0,"RA0102_peptides.txt"
"O43914","3",3,0,"RA0102_peptides.txt"
"O43914","5",3,0,"RA0102_peptides.txt"
"O43920","0",4,274550,"RA0102_peptides.txt"
"O43920","3",4,141990.5,"RA0102_peptides.txt"
"O43920","5",4,168111,"RA0102_peptides.txt"
"O43924","0",1,0,"RA0102_peptides.txt"
"O43924","3",1,0,"RA0102_peptides.txt"
"O43924","5",1,0,"RA0102_peptides.txt"
"O60216","0",6,271467,"RA0102_peptides.txt"
"O60216","3",6,172147.4,"RA0102_peptides.txt"
"O60216","5",6,142592,"RA0102_peptides.txt"
"O60231","0",1,0,"RA0102_peptides.txt"
"O60231","3",1,0,"RA0102_peptides.txt"
"O60231","5",1,0,"RA0102_peptides.txt"
"O60234","0",2,147620,"RA0102_peptides.txt"
"O60234","3",2,38992,"RA0102_peptides.txt"
"O60234","5",2,84602,"RA0102_peptides.txt"
"O60239","0",1,0,"RA0102_peptides.txt"
"O60239","3",1,0,"RA0102_peptides.txt"
"O60239","5",1,0,"RA0102_peptides.txt"
"O60240","0",14,516184.5,"RA0102_peptides.txt"
"O60240","3",14,1945347,"RA0102_peptides.txt"
"O60240","5",14,311360.3,"RA0102_peptides.txt"
"O60244","0",1,55138,"RA0102_peptides.txt"
"O60244","3",1,19114,"RA0102_peptides.txt"
"O60244","5",1,34832,"RA0102_peptides.txt"
"O60256","0",1,61292,"RA0102_peptides.txt"
"O60256","3",1,37503,"RA0102_peptides.txt"
"O60256","5",1,63994,"RA0102_peptides.txt"
"O60262","0",1,0,"RA0102_peptides.txt"
"O60262","3",1,0,"RA0102_peptides.txt"
"O60262","5",1,0,"RA0102_peptides.txt"
"O60264","0",5,422501,"RA0102_peptides.txt"
"O60264","3",5,233256,"RA0102_peptides.txt"
"O60264","5",5,293326,"RA0102_peptides.txt"
"O60271","0",8,443743,"RA0102_peptides.txt"
"O60271","3",8,147233,"RA0102_peptides.txt"
"O60271","5",8,164689,"RA0102_peptides.txt"
"O60306","0",4,105120,"RA0102_peptides.txt"
"O60306","3",4,35363,"RA0102_peptides.txt"
"O60306","5",4,52262,"RA0102_peptides.txt"
"O60313","0",17,477671,"RA0102_peptides.txt"
"O60313","3",17,439718.7,"RA0102_peptides.txt"
"O60313","5",17,498240.2,"RA0102_peptides.txt"
"O60331","0",1,38334,"RA0102_peptides.txt"
"O60331","3",1,36827,"RA0102_peptides.txt"
